0.243,0.697,11829,39.21720112,-106.9310027,0.01679157,0.006711409,17747,0.895439496,9.8,85.7,1.2,0.2,1.4,0,13549,67755,5.9,41.6,22.2,22.3,7.5,6.4,51.8,3.8,14.3,11.2,6.2,12.7,17.5,11435,77.7,12.3,0,4.3,1
0.572,0.382,87821,43.19898042,-78.74777412,0.010048196,0.047730463,212675,1.053006024,2.7,86,7.1,1,1,0,166384,51656,18.8,32.8,18.2,26.2,9,13.9,86.9,6.3,0.9,1.9,1.4,2.6,22,100990,81.8,3.9,0.1,6.2,0
0.419,0.562,6158,30.82210324,-90.71013176,0.042059187,0.009049774,10509,1.063420381,0.2,44.1,54,0.8,0.2,0,8133,35254,38.2,29.1,19.5,19.9,18.6,12.9,82.5,8.3,0.5,1.6,0.9,6.2,38.5,3652,77.2,5.7,0.5,15.7,1
0.817,0.154,20432,34.63331566,-83.53094677,0.043506997,0.040859089,43878,1.107087975,14.2,77.3,3.1,0.1,2.3,0.2,31448,44474,22.6,27.3,16.4,22.9,12.4,21,82.6,11.4,0.7,1.6,1.5,2.2,26.9,17338,79,6.9,0.2,5.5,0
0.513,0.212,31489,40.44862644,-113.1295715,0.02520637,0.002504696,63357,0.983501346,12,83.4,0.5,0.8,0.8,0.5,40381,66542,7.4,32.1,16.2,23.8,11.4,16.5,73.8,17.9,1.3,1.6,0.8,4.6,27.8,28406,77.5,3.8,0.1,6.5,0
0.88,0.088,1487,36.78836519,-99.6679804,0.02081707,0.025,3843,0.972792608,22.2,74.9,0.1,0.3,0,0,2433,46915,22.9,27.8,20.1,23.3,16.1,12.6,80,10.7,0.6,5.8,1.1,1.9,19.9,1645,65.4,8.4,0,3.2,0
0.445,0.488,37460,46.4338914,-87.64043701,0.018541961,0.012851406,67145,0.980795327,1.4,92.4,1.6,0.8,0.9,0,54460,48491,16.2,32.5,22.9,23.4,11.3,9.9,80.2,8.7,0.6,5.7,1.5,3.4,17.6,29746,80.7,4.5,0.1,6.3,1
0.407,0.514,3960,38.14717457,-107.7675136,0.008596604,0.05,4653,1.116924477,5.7,92.5,0,0.3,0.5,0.1,3906,61333,11.6,49.2,20.1,15,10.7,4.9,63.7,14.7,0,6.6,2.1,13,26.8,2315,66.6,15.9,0,5.9,1
0.878,0.1,41751,34.13020303,-86.86888037,0.03464989,0.008830802,81703,1.031250777,4.2,92.3,1.1,0.4,0.6,0,62012,40997,19.6,29.3,14.6,23.4,14,18.6,88.3,8.4,0.1,0.6,0.6,2,26.5,32072,81.3,6.3,0.4,5.8,0
0.707,0.253,27996,37.81214171,-90.47598685,0.046039126,0.009508197,66248,0.851019838,1.5,92,4.3,0.2,0.5,0,51727,42873,18.8,26.1,23.4,22.3,11.4,16.8,84.2,12.6,0.1,1.1,0.6,1.5,24.7,26288,76,4,0.4,6.5,0
0.608,0.363,97737,27.69308961,-80.60556721,0.026537191,0.031830914,147981,1.082362378,12.1,75.9,8.9,0.2,1.2,0,115848,49009,20.1,32.6,21,27.2,11.2,8.1,79.6,9.7,0.4,0.9,1.9,7.6,22.4,56016,81.1,7.1,0.3,8.2,0
0.486,0.475,561125,27.93130349,-82.72239666,0.027598274,0.031395438,949842,1.08290919,9.2,74.7,10,0.2,3.3,0.1,746969,48968,20.2,37.7,18.4,28,7.2,8.6,79.1,7.8,1.8,1.6,3,6.7,24.4,438915,83.8,5.5,0.1,6.4,1
0.609,0.328,17241,42.49430041,-75.60887553,0.008715625,0.016470588,48763,0.999958986,2.1,94.9,0.9,0.3,0.4,0,38105,48567,18.9,32.7,17.6,20.9,10.8,18,77.2,11.4,0.4,4.9,1.1,5,24.1,21665,69.7,8.4,0.3,6.7,0
0.686,0.257,19495,37.87736118,-91.79351727,0.020769728,0.028969957,44873,0.900995552,2.4,89.1,2.5,0.8,3.7,0,33922,41681,20,39.4,19.1,21.2,7.4,12.9,80.5,10.2,0.7,3.6,2.2,2.8,19.6,19096,75.7,4.9,0,6.3,0
0.664,0.271,63107,43.27941273,-123.167291,0.003569569,0.020833333,107576,1.024617006,5.5,88.4,0.4,1,0.9,0.1,85336,44023,25.3,28.6,19.1,23.8,12,16.5,80.2,9.7,0.3,2.6,1.9,5.2,19.5,40971,74.4,7.2,0.3,8.9,0
0.419,0.544,169072,40.56465737,-74.61683016,0.019726026,0.090494297,333316,1.047710029,14.4,57.7,9,0.1,17,0,225857,106046,4.9,52.2,12.7,22.7,5.3,7.2,78.3,7.8,5.1,2,0.8,5.9,32,174463,85.4,3.9,0.1,4.9,1
0.785,0.169,1324,45.76626028,-99.22118798,0.030431107,0,2366,1.005084746,2.2,89.8,0.1,6.6,0.6,0,1905,41674,9,35.7,18.7,19.8,15.3,10.6,67.2,7.9,0.2,8.2,0.9,15.6,18.4,1040,55.6,26.3,1.6,6.7,0
0.384,0.56,165468,34.77054088,-92.31355101,0.03173492,0.017646587,392848,1.086177048,6,53.2,35.9,0.2,2.1,0,287896,48850,26,41.2,16.7,25.4,6.8,10,83.4,9.8,1,1.3,1.3,3.4,20.3,182512,75.7,4.7,0.2,5.9,1
0.62,0.352,98911,27.0772071,-80.43109784,0.034838395,0.03078341,155719,1.019754079,13.2,79,5.4,0.2,1.3,0.1,121551,55588,15.6,36.9,21.1,25.8,9.5,6.8,77.5,10.1,0.3,1.3,2.4,8.4,26.3,64614,81.9,6.7,0.3,6.5,0
0.382,0.482,7160,34.00715494,-106.9298354,0.015791321,0.048148148,17098,0.885947496,49.7,35.1,0.1,8.8,2.2,0,12467,34008,35.8,35.7,17.9,21.4,11.3,13.7,70.7,14.1,0.5,7.4,5.6,1.7,16.9,5856,60.9,4.6,0,4.2,1
0.307,0.676,41205,33.4391073,-80.79886287,0.038118856,0.038563438,89116,1.132522913,2.1,33.3,61.7,0.3,0.9,0,67998,34943,36.2,28,17.1,24.5,9.2,21.2,84.7,9.6,0.2,1.5,1.1,2.9,28,34712,73.9,6.4,0.1,9.7,1
0.717,0.241,129305,34.22604035,-84.1231513,0.023218173,0.01100693,211300,1.014568198,9.5,74.9,2.9,0.2,10.5,0,133643,96445,7.7,51.1,11.3,24.8,6.1,6.7,77.6,9.1,0.5,0.7,1.3,10.9,32.7,103649,84.9,5.9,0.1,4.2,0
0.615,0.335,57439,37.26865804,-80.06396753,0.017673064,0.009085403,93419,1.084733659,2.8,86.5,5.8,0.1,2.9,0,72303,62134,10.4,41.8,15.2,25.5,6.4,11.1,86.6,7.1,0.5,0.9,0.6,4.3,22.4,45305,79.4,4.8,0.2,4.8,0
0.674,0.276,7266,41.33149454,-94.92792482,0.03736775,0.008032129,13327,1.023534771,2.4,95.8,0.3,0.1,0.5,0.2,10284,45637,25.1,29.4,16.7,22.4,13.2,18.3,78,10.9,0.7,4.8,0.8,4.8,18.4,6544,76.7,10.7,0.5,2.5,0
0.202,0.71,82198,35.50708973,-105.9774716,0.012873354,0.007372301,147514,1.052283035,51.2,42.9,0.6,2.5,1.2,0.1,108682,57945,22,44.2,19.3,21.9,8,6.7,78,8.9,1.4,2.3,1.6,7.9,22.3,69630,66.9,11.5,0.3,5.5,1
0.675,0.25,16793,38.88133511,-105.1614893,0.011064832,0.015209125,23769,0.993040416,6.2,89.5,0.7,0.4,1,0,19158,66809,7.1,38.4,20.8,20.7,12,8.1,75.4,12.6,0.4,2.2,2.1,7.3,32.6,11685,74.1,7,0.4,6.7,0
0.644,0.33,32713,29.86803617,-91.75871777,0.042101819,0.031411917,73346,1.049286133,4,59.2,31.4,0.1,2.8,0,52333,44504,31,26.4,19,24.9,15.2,14.4,84.2,9.5,0.4,2.2,2.1,1.6,24.2,30316,80.6,6.5,0.1,11.2,0
0.76,0.199,3908,37.15772072,-91.40190382,0.032636287,0.018518519,8273,1.043725296,1.8,94.2,0.1,1.4,0,0,6435,31202,44.9,24.3,14.8,13.1,16.5,31.3,82.3,9.1,0.8,1.6,1.7,4.5,25.5,2901,70.3,8,0.4,8.1,0
0.463,0.485,21406,42.6794956,-89.60243287,0.028696195,0.005671078,36869,1.018560088,3,94.5,0.4,0.1,0.7,0,27942,60609,11.8,34.1,14.2,22.9,10.7,18,80,9.7,0.1,3.4,1,5.7,23.3,20015,79.2,8.1,0.3,2.6,1
0.398,0.504,3938,39.20278823,-106.3555697,0.019115092,0,7481,0.834027948,33.9,64.3,0.1,0,0.6,0,5614,46176,12.1,30.5,20.1,23.1,18.4,8,67,10.3,1.5,10.9,2,8.3,28.6,4184,72.7,9.2,0,5.7,1
0.312,0.676,10514,33.28392041,-90.94196237,0.056018499,0.037188546,48002,1.131527531,1.5,25.5,71.7,0.1,0.6,0,35051,29387,47.9,31.5,19.1,26.8,7.7,14.8,87.8,9.1,0,1,0.8,1.2,16.7,17213,71.9,4.6,0.2,16.8,1
0.809,0.171,6210,28.95472367,-96.57749563,0.044456492,0.024390244,14756,1.045467147,32.3,59.4,7.1,0,0.3,0.1,10103,58504,17.9,26.6,15.3,19.8,19.1,19.2,81.1,10.8,1.8,1.5,0.6,4.2,25.7,6760,76.2,7.9,0.8,4.7,0
0.176,0.76,461453,45.54747959,-122.4169351,0.012548528,0.017384273,788459,1.018884012,11.3,70.5,5.3,0.6,7,0.6,579030,60369,20.6,45.2,17.9,21,5.6,10.4,60.1,9.5,11.4,5.1,6.7,7.2,26.6,416325,80.8,7.2,0.2,6.8,1
0.41,0.497,3337,38.08054629,-106.282466,0.023193436,0.013605442,6338,1.017828717,37,58.3,0,1,1.1,0,4479,34765,27.2,30.5,13.5,16.6,26.5,12.9,71.8,10.8,0.8,6.3,2,8.3,18.8,2465,63,13.9,0.2,7.7,1
0.303,0.672,5575,26.47411727,-97.61535848,0.057282843,0.044764189,21839,0.847474833,88,11.1,0.7,0,0.1,0,14146,29104,49.5,21.5,24.6,22.6,18.8,12.5,86.5,5.3,0,4.9,0.5,2.8,22.7,6415,66.8,11.8,0.1,14.5,1
0.782,0.195,5250,35.60048904,-88.11043779,0.058984676,0.015965167,11681,1.033600279,3.2,91.7,2.9,0,0.3,0,9127,36427,34.3,30,18.7,20.6,12.5,18.1,82.4,9.2,0.3,0.9,1.7,5.5,26.9,4497,67.4,11.4,0.5,9.7,0
0.889,0.088,2046,36.27743284,-101.3545796,0.035972523,0.030150754,5532,1.004347826,46.4,53.3,0.1,0.1,0,0,3061,40678,27.5,32.8,11.3,16.7,19.5,19.7,86.1,7.5,0.4,3,2.2,0.8,14.8,2394,72.6,13.2,0,3.8,0
0.39,0.557,330425,39.01002188,-94.34724536,0.015368439,0.013230013,688554,1.068127208,8.8,62.5,23.4,0.4,1.8,0.3,502554,50652,23.8,36.5,17.6,25.6,7.6,12.7,82.7,7.6,2.2,1.7,1.3,4.5,23.4,338110,83.7,4.9,0.1,5.7,1
0.801,0.117,5752,44.52405055,-107.9960365,0.022063758,0.02661597,11920,0.981712386,8.8,88.2,0.6,0.9,0.4,0.1,8636,51716,13.8,29.5,18.5,19.2,18.4,14.4,74.8,9.8,0,7.2,2.2,6,18.8,5280,71.8,8.1,0.4,4.7,0
0.349,0.545,10887,38.66611652,-107.0320729,0.019858156,0.02173913,16215,0.843661171,9.1,87.4,0.3,0.8,0.5,0.1,13020,52651,7.1,33.2,23.1,19.1,16.3,8.3,57.7,10.5,3,16.2,8.6,3.9,14.2,9429,71.7,9.2,1.2,7.3,1
0.561,0.421,2470,35.42017674,-76.15180542,0.031777737,0.028571429,5507,0.887251542,8.4,59.8,30.7,0.1,0,0,4132,40532,27.2,26.9,16.4,24.2,22.9,9.6,79,6,0.9,2.8,4.2,7.1,24.7,2038,64,14.3,0,11,0
0.245,0.716,19556,31.52508998,-110.8479088,0.066115881,0.021207178,46358,1.08547393,83.4,15,0.3,0.2,0.8,0,27410,39630,29.4,25.6,20.8,29.7,10.9,13,83.9,7.8,0.3,1.6,1.7,4.7,23.5,17421,70.8,8.9,0.2,8.7,1
0.429,0.548,14394,32.43171982,-81.02487495,0.034334608,0.024390244,27465,0.953691848,13.2,41.6,43.3,0.1,0.7,0,19773,39740,39.8,17.9,25.3,23.5,21,12.4,71.2,19.1,0.3,4.1,0.7,4.6,30.8,12055,78.4,7.6,0,10.7,1
0.798,0.162,6896,38.75388572,-88.48914513,0.026133055,0.04,13393,1.028627689,1.4,96.4,0.7,0.1,0.7,0,10402,47427,17.8,24.5,15.1,19.8,13.1,27.5,85.4,8.5,1.1,1.2,1.3,2.5,20.6,6348,81.5,6.7,0,5,0
0.749,0.203,7481,36.26844485,-92.68451899,0.010993038,0.011111111,16374,1.034037267,2.2,94.7,0.2,1,0.4,0,13400,36113,30.9,26,21.7,21.1,11.5,19.7,80.8,12.6,0.2,1.8,0.1,4.5,22.1,5353,73.7,11.6,0,7.7,0
0.304,0.679,23800,30.57796289,-84.61915825,0.066618958,0.018229167,46113,1.108601216,10,32.6,55.3,0.1,0.5,0.1,34299,39830,40.8,31.2,20.6,25.5,12.6,10.2,84.5,9.8,0.1,0.9,2.4,2.3,30.2,16338,61.6,3.5,0.1,8.5,1
0.438,0.52,273915,41.12464734,-81.53123079,0.01400286,0.035883905,541318,1.061896745,2,77.8,14.4,0.2,3,0,412765,53291,19.2,37.5,17,26.1,6.2,13.2,85.9,6.9,1.8,1.3,0.6,3.5,22.8,264003,85,4.3,0.1,6.4,1
0.685,0.286,2981,37.73941626,-83.49303612,0.010205489,0,7251,1.058773424,0.3,98.2,0.3,0.4,0,0,5544,21999,45.3,18.7,35,16.5,15.3,14.5,82,12.1,0,0.5,1.9,3.5,31.1,1895,61.5,4.7,1.7,10.5,0
0.646,0.283,22219,45.69804958,-93.99514135,0.028810976,0.012345679,39360,1.002849583,2.2,91.5,2.8,0.3,1.1,0,28857,53574,17.9,31.1,17.2,22.9,9.8,19,82.7,8.3,1.3,1.9,1.8,4.1,23.1,20468,82.7,5.4,0.3,4.2,0
0.687,0.263,8948,43.08247182,-95.15096481,0.03630927,0.006722689,16387,1.025336794,3.3,94,0.2,0,0.5,0,12485,48978,18.1,33.2,13.8,24.4,11.9,16.6,77.4,11.9,0.3,2.1,1.7,6.6,16.3,8247,80.6,8.8,0.2,3.4,0
0.469,0.44,27108,43.98772283,-91.78081305,0.027572953,0.013513514,50992,1.024858039,2.8,91.5,1.5,0.3,2.6,0,40759,53975,11.5,35.1,18.7,21.1,7.3,17.7,76.6,9,2,6.5,1.5,4.4,17.9,28578,83.1,5.5,0.3,5.1,1
0.67,0.304,36408,29.60779729,-81.74230285,0.03329882,0.020729685,72435,1.029958243,9.8,71.7,16.2,0.3,0.6,0,55014,33619,44.2,23.3,22.8,24,15.9,14,78.5,12.7,0.7,1.8,1.9,4.4,27.9,25030,78,5.8,0.2,10.3,0
0.511,0.398,5095,40.6491767,-123.114713,0.002531257,0,13037,0.974405573,7.2,82.8,0.8,4.3,1.1,0.9,10463,36563,24.5,30.3,27.6,21.1,9.1,11.8,69.3,9.5,0.1,3.8,2.2,15.1,17.4,4800,46.3,16.9,6.1,9.6,0
0.638,0.346,22729,32.46325233,-82.92221316,0.042949569,0.043670265,47451,1.105003993,2.6,58.2,36.7,0.1,1.1,0,35178,35202,37.2,31.2,19.1,22.8,9.9,17.1,85.8,9.4,0.2,1.7,1.1,1.7,23,17192,73.9,5.8,0.2,5.1,0
0.822,0.155,23656,30.77090935,-89.58677275,0.021835092,0.049916805,55049,1.030878772,3,81.9,12.9,0.1,0.3,0,41951,44734,25,29.4,17.5,24.1,12.9,16.1,82.3,12.3,0,1.3,1.6,2.6,34.5,21083,75.3,6.9,0.2,10,0
0.797,0.165,18637,36.77383887,-91.88683935,0.031739705,0.010989011,40139,1.042073667,2.1,94.5,0.3,0.3,0.5,0,30071,34984,32,29.5,20.4,21.7,13.7,14.7,83.3,10.5,0.3,1.2,0.7,4,19.3,16463,75.8,10.2,0.3,5,0
0.327,0.623,287633,39.57992638,-75.64054974,0.023888541,0.026623426,555036,1.064727808,9.6,58.5,24.1,0.2,5.4,0,403642,68336,15.9,43.9,17,23.4,7.1,8.7,80.5,7.7,4,2.4,1.1,4.2,25.7,269164,84.7,3.2,0.1,6.5,1
0.397,0.55,13992,43.00050278,-90.13469017,0.024134713,0.003514938,23576,0.986183656,1.7,95.6,0.7,0.3,0.6,0.1,17902,60017,9.4,33.4,14.8,22.8,12.5,16.4,80,8.7,0.3,3.6,1.7,5.7,26.2,12412,79.6,8.3,0.3,3.5,1
0.703,0.243,9142,40.87241834,-97.139673,0.02587269,0.006802721,17045,0.986133768,2.5,95,0.5,0.1,0.6,0,12878,63095,9.7,36.6,16.3,19.5,11.8,15.8,80.6,7.8,0.1,5.3,0.8,5.5,21.7,8759,77.7,7.6,0.2,2.5,0
0.285,0.71,5884,31.98773215,-87.30891118,0.052752084,0.020833333,10919,1.142660911,0.5,26.9,72.1,0.1,0,0,8218,27012,41.9,24.4,21,19,7.1,28.6,88.8,7.5,0,1,0.2,2.4,25,2901,76.4,4.7,0,17.2,1
0.083,0.893,397722,38.83070039,-76.8496441,0.036731587,0.025956449,905161,1.076638417,17.4,13.3,62.3,0.2,4.3,0,595152,78607,12.8,38.7,20.6,22.2,9.8,8.7,66.5,11.3,16,2,1.4,2.8,36.9,476889,69.6,3.9,0.1,7.3,1
0.735,0.224,25914,35.84923189,-84.52458689,0.02760458,0.005475702,52926,1.037966885,1.7,93.1,2.4,0.3,0.7,0,42366,45407,19.9,31.8,18.6,23.3,8.1,18.2,86.5,9.4,0,0.3,0.5,3.3,27.4,21209,74.8,5.8,0.1,8.2,0
0.604,0.351,27116,38.48199985,-77.9563087,0.028135355,0.012847966,49795,0.987269027,9.7,71.1,13.6,0.3,1.4,0,35270,69693,10.3,36.1,18,21.9,12.9,11.1,80.9,10.6,1.1,1.6,1.3,4.5,39.7,23377,76.1,6.6,0.1,5.9,0
0.426,0.565,676,32.72531359,-90.97392828,0.082561728,0.037383178,1296,0.703022339,1.2,34,64.9,0,0,0,1115,25609,69.6,11.4,28.5,12.6,8.1,39.3,93.4,0.9,0.3,2.7,2.1,0.6,24.7,333,74.8,3.6,0,12.6,1
0.545,0.443,4770,32.80291082,-83.17140684,0.040887723,0.045454545,9147,1.085974914,2.7,56.8,38.2,0.1,0,0.1,6922,38711,31.4,23.1,16.5,26.1,16.5,17.7,85.5,9,0.2,1.6,1,2.8,26.3,3224,78.6,4.8,0,8.8,0
0.546,0.381,26512,47.51009045,-93.63092229,0.018723611,0.020070838,45237,0.971884399,1.3,92.1,0.4,3.6,0.4,0,35503,52050,18.6,31.7,19.9,21.7,12.9,13.8,81.8,9.4,0.8,2.4,1.3,4.4,22.7,20287,77.8,5.9,0.2,5.7,0
0.792,0.184,12564,34.44235334,-87.84289505,0.069349668,0.014645309,31507,0.991844734,16.3,77.7,4.7,0.2,0.4,0.1,21935,39501,42,24.4,13.9,21.1,11.9,28.7,84.9,10.1,0.2,0.2,2.7,1.9,28.4,12534,78.5,6,0,8.2,0
0.48,0.467,195857,37.55862499,-120.9970722,0.033562697,0.022303799,535684,1.022792496,45,43.4,2.5,0.4,5.4,0.6,331295,54260,23.2,27.2,18,23.8,14.4,16.7,80.5,10.9,0.8,1.5,1.7,4.6,28.2,219505,79.4,6.7,0.2,11.8,1
0.341,0.637,1158600,25.6112362,-80.55170587,0.069121905,0.01960291,2702602,1.059914771,67.5,13.7,16.3,0.1,1.5,0,1578079,46338,25.4,31.7,21.1,27.4,9.4,10.3,76.8,8.9,5.2,2.1,2,4.9,31.3,1272735,82.4,7.8,0.2,7.4,1
0.389,0.559,1582217,33.03484597,-116.7365326,0.017389715,0.015603657,3283665,0.98871754,33.4,46.2,4.7,0.4,11.5,0.4,2207599,70588,17.1,41.3,19.6,23,7.6,8.4,76,8.9,3.1,2.9,2.2,7,25.7,1536073,77.8,7.8,0.2,7.1,1
0.391,0.513,50668,42.03621213,-93.46499005,0.044332972,0.004234298,95888,0.918335501,3.3,84.5,1.9,0.3,7.3,0,72972,52671,9,46.7,17.3,20,6.6,9.4,72.8,6.2,5.7,7.3,3,5,17.7,51305,66,4.7,0.1,4.4,1
0.298,0.687,3211,34.25157572,-90.28908,0.056388483,0.014117647,7537,1.083195135,1.3,27.2,71,0,0.1,0,5632,25671,54.2,28.9,28,18.8,7.3,16.9,84,9.3,0,2.8,0.5,3.3,26,2333,69.7,7.4,0,24.3,1
0.382,0.599,14704,34.07859748,-79.36400756,0.036832992,0.037606838,31765,1.164565588,2.7,38.8,56.6,0.5,0.7,0,23776,31129,42.9,25.7,21,22.1,9.4,21.8,80.4,15.6,1,0.7,0.4,1.9,30.3,11778,78.4,4,0.2,10.7,1
0.585,0.388,6268,30.87882871,-91.4148538,0.049102497,0.033112583,15376,0.505974535,1.5,52.1,44.9,0.2,0.5,0,12686,55647,27.3,34.3,29.1,17.5,13.1,6,91.1,6.6,0.1,0.4,0.1,1.7,25.4,5504,63.6,5.6,0.1,4.5,0
0.207,0.765,15338,28.7429195,-100.3157686,0.075203146,0.034937529,57471,1.0149709,95.3,2.6,0.2,1.2,0.4,0.1,27831,37734,32.1,21.1,26.5,22.6,14,15.8,77,19.1,0.3,1.9,0.4,1.3,22,21113,74.8,4.4,0.2,12.9,1
0.741,0.212,3839,34.53704874,-93.65824478,0.020752842,0.042553191,9059,1.018943615,4.1,90.9,0.3,1.8,1,0,7139,35252,29.4,29.1,18.5,19.3,20.8,12.3,84.9,10.9,0.2,1.4,0.3,2.3,30,3248,67.3,13.9,0,4.4,0
0.419,0.532,199069,37.93433732,-121.2730061,0.030526698,0.022346874,724153,1.01015692,40.8,33.2,6.7,0.2,14.8,0.5,442154,57813,23.1,27.5,18.8,23.6,13.6,16.6,77.4,13.9,1.5,1.6,1.5,4,32,296264,79,6.4,0.2,10.1,1
0.616,0.361,11235,29.89946234,-91.06461642,0.035531664,0.029520295,22881,1.064140731,2.8,65.8,29.7,0.6,0.3,0,17528,48656,23.2,26.1,18.6,20.9,18.3,16.1,87.3,8.2,0.2,1,1.8,1.5,29.6,9375,81.4,4.1,0.7,6.9,0
0.449,0.22,166303,40.99001837,-112.1139997,0.026998869,0.004754533,334977,0.987593008,9.2,84.5,1.2,0.3,1.8,0.6,217453,75961,7.1,40.6,14.1,26.6,7.2,11.6,79.6,9.5,2.5,1.4,1.4,5.5,22.5,155828,78,3.9,0.1,3.3,0
0.594,0.34,5770,40.52418865,-97.14085859,0.069319372,0.002014099,14325,0.956967213,24.3,70.7,0.7,0.4,2.9,0,9664,50932,12.9,24.6,17.5,17,12.6,28.4,77.5,13.3,0.1,4.5,0.6,3.9,20,7053,78.4,8.2,0.4,2.8,0
0.446,0.502,330593,41.44619267,-87.97862712,0.030036628,0.021542334,687727,1.012551248,16.8,64.7,11,0.1,5.2,0,472786,80782,10.6,36.6,16,24.9,8.6,14,84.4,5.8,3.8,0.7,1.1,4.2,32.9,342710,85.7,3,0.1,6,1
